uuid,Employee Name,Department,Visit_Date,Entry_time,Exit_time,Purpose of Visit,Day of Week
66687e88fc13ae4e6e23454a,Lockwood Mace,Accounting,2024-04-02,7:43,15:54,Work,Tuesday
66687e88fc13ae4e6e23454b,Mendy Melburg,Sales,2024-04-02,6:11,17:26,Work,Tuesday
66687e88fc13ae4e6e23454c,Rosemonde Gapp,Legal,2024-03-07,6:49,16:27,Meeting,Thursday
66687e88fc13ae4e6e23454d,Shep Realph,Research and Development,2024-10-01,6:03,16:58,Meeting,Tuesday
66687e88fc13ae4e6e23454e,Corrie Spurrier,Training,2024-07-05,7:59,17:18,Training,Friday
66687e88fc13ae4e6e23454f,Myrna Bilbrooke,Sales,2024-03-02,7:22,15:01,Meeting,Saturday
66687e88fc13ae4e6e234550,Viole Weal,Services,2024-09-02,8:06,17:29,Client Visit,Monday
66687e88fc13ae4e6e234551,Bobbe Dee,Research and Development,2024-06-05,7:57,14:50,Meeting,Wednesday
66687e88fc13ae4e6e234552,Liva Minchinden,Human Resources,2024-11-04,6:10,14:43,Meeting,Monday
66687e88fc13ae4e6e234553,Estevan Gurden,Business Development,2024-03-02,7:01,17:10,Work,Saturday
66687e88fc13ae4e6e234554,Gayleen Sterrie,Support,2024-06-07,7:57,16:07,Work,Friday
66687e88fc13ae4e6e234555,Ebenezer Grishakov,Human Resources,2024-07-03,7:31,14:10,Meeting,Wednesday
66687e88fc13ae4e6e234556,Karoly Staden,Product Management,2024-08-06,6:04,16:34,Work,Tuesday
66687e88fc13ae4e6e234557,Lindy Daice,Product Management,2024-08-07,7:40,17:38,Work,Wednesday
66687e88fc13ae4e6e234558,Kayley Tedahl,Support,2024-05-05,9:00,16:32,Meeting,Sunday
66687e88fc13ae4e6e234559,Stephie Brockhurst,Support,2024-10-03,9:17,15:58,Work,Thursday
66687e88fc13ae4e6e23455a,Andreana Miles,Training,2024-08-04,7:25,14:46,Meeting,Sunday
66687e88fc13ae4e6e23455b,Truda Bisco,Marketing,2024-02-02,6:43,14:37,Meeting,Friday
66687e88fc13ae4e6e23455c,Lanae Todari,Research and Development,2024-03-06,9:00,16:09,Training,Wednesday
66687e88fc13ae4e6e23455d,Grover Battelle,Product Management,2024-02-04,6:47,14:06,Meeting,Sunday
66687e88fc13ae4e6e23455e,Kiri Punyer,Support,2024-05-01,9:42,14:31,Meeting,Wednesday
66687e88fc13ae4e6e23455f,Holly Marsland,Business Development,2024-06-04,9:43,14:20,Training,Tuesday
66687e88fc13ae4e6e234560,Drugi Phlippsen,Sales,2024-12-06,9:35,14:25,Work,Friday
66687e88fc13ae4e6e234561,Terra Darnody,Legal,2024-08-04,6:21,16:44,Meeting,Sunday
66687e88fc13ae4e6e234562,Ky Warrillow,Services,2024-12-03,6:56,14:07,Meeting,Tuesday
66687e88fc13ae4e6e234563,Cecile Kattenhorn,Legal,2024-12-05,9:26,17:18,Work,Thursday
66687e88fc13ae4e6e234564,Jannel St Quenin,Marketing,2024-06-07,7:04,16:31,Meeting,Friday
66687e88fc13ae4e6e234565,Fletcher Condell,Legal,2024-12-01,7:05,17:56,Work,Sunday
66687e88fc13ae4e6e234566,Tedra Di Roberto,Human Resources,2024-03-02,9:02,14:37,Client Visit,Saturday
66687e88fc13ae4e6e234567,Melessa Frede,Support,2024-05-07,6:57,16:05,Client Visit,Tuesday
66687e88fc13ae4e6e234568,Francine Goymer,Training,2024-05-07,9:00,15:08,Training,Tuesday
66687e88fc13ae4e6e234569,Jocko Peasby,Engineering,2024-11-02,9:54,17:44,Meeting,Saturday
66687e88fc13ae4e6e23456a,Bartram Ibberson,Accounting,2024-12-04,8:33,16:24,Work,Wednesday
66687e88fc13ae4e6e23456b,Arnaldo Davion,Engineering,2024-04-03,9:17,16:41,Work,Wednesday
66687e88fc13ae4e6e23456c,Susy Eustes,Accounting,2024-01-01,8:14,15:41,Training,Monday
66687e88fc13ae4e6e23456d,Morna Mougin,Services,2024-07-03,8:10,16:46,Training,Wednesday
66687e88fc13ae4e6e23456e,Christine Stratten,Support,2024-03-03,8:48,15:42,Training,Sunday
66687e88fc13ae4e6e23456f,Tyson Kenny,Research and Development,2024-05-04,9:08,15:42,Meeting,Saturday
66687e88fc13ae4e6e234570,Ermengarde Pearsey,Services,2024-12-05,8:22,14:41,Meeting,Thursday
66687e88fc13ae4e6e234571,Phineas McPeeters,Training,2024-06-03,9:44,15:57,Work,Monday
66687e88fc13ae4e6e234572,Rosalynd Fortnon,Legal,2024-07-02,8:22,15:42,Training,Tuesday
66687e88fc13ae4e6e234573,Tybie McIlmurray,Engineering,2024-03-07,7:42,15:36,Meeting,Thursday
66687e88fc13ae4e6e234574,Ayn Condliffe,Business Development,2024-10-07,9:45,17:49,Meeting,Monday
66687e88fc13ae4e6e234575,Thornton Chamberlain,Sales,2024-05-07,8:22,17:32,Work,Tuesday
66687e88fc13ae4e6e234576,Emmalyn Jobern,Human Resources,2024-07-04,7:08,15:59,Work,Thursday
66687e88fc13ae4e6e234577,Skylar Skelbeck,Research and Development,2024-02-06,6:37,15:45,Meeting,Tuesday
66687e88fc13ae4e6e234578,Meryl Petty,Sales,2024-09-03,7:26,15:10,Training,Tuesday
66687e88fc13ae4e6e234579,Stephanie Begg,Business Development,2024-02-06,8:22,16:02,Work,Tuesday
66687e88fc13ae4e6e23457a,Mimi Kincey,Accounting,2024-05-06,6:36,17:27,Meeting,Monday
66687e88fc13ae4e6e23457b,Warden Dobbinson,Sales,2024-11-02,9:04,14:26,Training,Saturday
66687e88fc13ae4e6e23457c,Jeramie Bugbee,Human Resources,2024-04-02,6:52,17:38,Work,Tuesday
66687e88fc13ae4e6e23457d,Laural Gredden,Product Management,2024-10-03,7:29,14:29,Meeting,Thursday
66687e88fc13ae4e6e23457e,Stinky Caughey,Sales,2024-12-03,9:56,17:17,Client Visit,Tuesday
66687e88fc13ae4e6e23457f,Kay Tebbett,Engineering,2024-12-07,9:31,15:57,Work,Saturday
66687e88fc13ae4e6e234580,Cordi Keaveny,Human Resources,2024-03-03,7:10,15:06,Work,Sunday
66687e88fc13ae4e6e234581,Nikolos Wharby,Business Development,2024-01-03,6:55,16:53,Client Visit,Wednesday
66687e88fc13ae4e6e234582,Dorthea Cearley,Engineering,2024-11-03,6:32,16:13,Work,Sunday
66687e88fc13ae4e6e234583,Marlin Lezemere,Accounting,2024-04-06,8:55,17:30,Work,Saturday
66687e88fc13ae4e6e234584,Ruthann Grunnell,Accounting,2024-01-06,6:31,14:57,Work,Saturday
66687e88fc13ae4e6e234585,Cloris Winsome,Accounting,2024-03-06,9:18,16:30,Client Visit,Wednesday
66687e88fc13ae4e6e234586,Tani Paik,Legal,2024-05-06,8:21,16:28,Work,Monday
66687e88fc13ae4e6e234587,Marthena Forkan,Training,2024-05-07,6:22,17:39,Client Visit,Tuesday
66687e88fc13ae4e6e234588,Carey Corsan,Engineering,2024-01-06,8:31,15:17,Meeting,Saturday
66687e88fc13ae4e6e234589,Marylee Petrus,Product Management,2024-05-02,8:32,14:15,Work,Thursday
66687e88fc13ae4e6e23458a,Aundrea Saunton,Services,2024-06-01,9:51,17:32,Client Visit,Saturday
66687e88fc13ae4e6e23458b,Sherwin Hartly,Support,2024-11-05,9:05,16:43,Training,Tuesday
66687e88fc13ae4e6e23458c,Wilhelmine Witts,Engineering,2024-03-03,7:07,16:24,Work,Sunday
66687e88fc13ae4e6e23458d,Kayla Hafner,Human Resources,2024-06-06,7:57,14:38,Training,Thursday
66687e88fc13ae4e6e23458e,Shermy Shuxsmith,Research and Development,2024-04-01,6:58,16:50,Work,Monday
66687e88fc13ae4e6e23458f,Cece Guslon,Legal,2024-10-04,6:23,15:31,Client Visit,Friday
66687e88fc13ae4e6e234590,Aurthur Kunz,Marketing,2024-01-04,6:56,14:12,Meeting,Thursday
66687e88fc13ae4e6e234591,Coralyn Kroon,Engineering,2024-08-07,7:19,14:57,Meeting,Wednesday
66687e88fc13ae4e6e234592,Dimitry Gillion,Marketing,2024-02-05,8:44,17:15,Training,Monday
66687e88fc13ae4e6e234593,Hagan Iannetti,Legal,2024-05-05,8:17,16:59,Work,Sunday
66687e88fc13ae4e6e234594,Donnajean Staker,Human Resources,2024-04-06,9:46,16:31,Meeting,Saturday
66687e88fc13ae4e6e234595,Drucie Jekel,Support,2024-03-01,6:32,14:04,Meeting,Friday
66687e88fc13ae4e6e234596,Marget Probert,Human Resources,2024-03-05,7:33,14:03,Work,Tuesday
66687e88fc13ae4e6e234597,Shoshanna Turner,Human Resources,2024-06-01,8:28,14:40,Training,Saturday
66687e88fc13ae4e6e234598,Normy Hickenbottom,Accounting,2024-12-05,6:07,15:02,Meeting,Thursday
66687e88fc13ae4e6e234599,Terence Garforth,Research and Development,2024-10-02,9:43,16:16,Work,Wednesday
66687e88fc13ae4e6e23459a,Darwin Finlay,Legal,2024-02-03,7:57,17:36,Work,Saturday
66687e88fc13ae4e6e23459b,Moe Mason,Product Management,2024-08-05,9:37,17:12,Work,Monday
66687e88fc13ae4e6e23459c,Kristy Tugman,Accounting,2024-11-05,9:34,15:58,Work,Tuesday
66687e88fc13ae4e6e23459d,Teddy Feldbau,Support,2024-09-04,7:55,17:23,Meeting,Wednesday
66687e88fc13ae4e6e23459e,Hillery Froom,Sales,2024-01-05,8:58,15:29,Training,Friday
66687e88fc13ae4e6e23459f,Luca Rubertis,Sales,2024-01-07,6:00,17:02,Work,Sunday
66687e88fc13ae4e6e2345a0,Gallard Slarke,Accounting,2024-10-04,9:18,15:25,Meeting,Friday
66687e88fc13ae4e6e2345a1,Celestia Waszkiewicz,Training,2024-01-06,9:32,15:11,Training,Saturday
66687e88fc13ae4e6e2345a2,Rosalinde Bradick,Product Management,2024-02-04,7:32,17:32,Work,Sunday
66687e88fc13ae4e6e2345a3,Em Woollett,Research and Development,2024-05-05,8:57,16:17,Client Visit,Sunday
66687e88fc13ae4e6e2345a4,Lela Stock,Business Development,2024-02-06,8:59,14:56,Meeting,Tuesday
66687e88fc13ae4e6e2345a5,Lizzie Sallier,Marketing,2024-05-07,8:54,15:16,Work,Tuesday
66687e88fc13ae4e6e2345a6,Benni Thormwell,Sales,2024-02-01,6:18,16:50,Work,Thursday
66687e88fc13ae4e6e2345a7,Karim Fraine,Training,2024-03-04,9:10,17:36,Meeting,Monday
66687e88fc13ae4e6e2345a8,Tomkin McCafferky,Support,2024-08-05,6:17,16:22,Meeting,Monday
66687e88fc13ae4e6e2345a9,Cher Friedman,Accounting,2024-12-03,8:01,15:24,Client Visit,Tuesday
66687e88fc13ae4e6e2345aa,Hogan Chewter,Support,2024-12-07,6:21,16:23,Meeting,Saturday
66687e88fc13ae4e6e2345ab,Nolan Choulerton,Sales,2024-08-06,9:48,14:16,Meeting,Tuesday
66687e88fc13ae4e6e2345ac,Christin Annatt,Support,2024-10-05,7:17,14:06,Meeting,Saturday
66687e88fc13ae4e6e2345ad,Ashly Knowles,Research and Development,2024-02-05,7:14,14:24,Client Visit,Monday
66687e88fc13ae4e6e2345ae,Lisha Honnan,Training,2024-10-02,9:47,15:45,Training,Wednesday
66687e88fc13ae4e6e2345af,Danny Janku,Sales,2024-01-04,6:43,14:54,Work,Thursday
66687e88fc13ae4e6e2345b0,Milka Karby,Engineering,2024-07-01,9:39,16:18,Meeting,Monday
66687e88fc13ae4e6e2345b1,Mortimer Elves,Human Resources,2024-03-07,6:43,15:32,Work,Thursday
66687e88fc13ae4e6e2345b2,Jada Roomes,Research and Development,2024-01-02,8:45,15:41,Work,Tuesday
66687e88fc13ae4e6e2345b3,Joel Bruhnsen,Research and Development,2024-10-07,8:22,15:36,Training,Monday
66687e88fc13ae4e6e2345b4,Rick Casa,Services,2024-01-03,6:21,14:14,Work,Wednesday
66687e88fc13ae4e6e2345b5,Jackie Sailor,Business Development,2024-07-01,6:31,16:42,Meeting,Monday
66687e88fc13ae4e6e2345b6,Pete Hardbattle,Research and Development,2024-08-05,7:21,15:54,Work,Monday
66687e88fc13ae4e6e2345b7,Gerardo Poynser,Engineering,2024-02-02,9:26,17:09,Work,Friday
66687e88fc13ae4e6e2345b8,Ophelie Dagleas,Marketing,2024-03-06,7:38,16:32,Work,Wednesday
66687e88fc13ae4e6e2345b9,Gertrudis Grzeszczyk,Accounting,2024-01-05,8:14,14:40,Work,Friday
66687e88fc13ae4e6e2345ba,Jervis Jenkerson,Legal,2024-08-02,7:34,16:29,Work,Friday
66687e88fc13ae4e6e2345bb,Carissa Ghiron,Marketing,2024-09-04,8:11,16:46,Meeting,Wednesday
66687e88fc13ae4e6e2345bc,Merl Harrad,Legal,2024-06-07,7:20,15:54,Meeting,Friday
66687e88fc13ae4e6e2345bd,Ginelle Rubens,Engineering,2024-06-01,8:21,15:30,Training,Saturday
66687e88fc13ae4e6e2345be,Minda Maccaig,Accounting,2024-05-01,7:30,16:26,Work,Wednesday
66687e88fc13ae4e6e2345bf,Gusta Ledrun,Marketing,2024-09-06,6:28,17:01,Client Visit,Friday
66687e88fc13ae4e6e2345c0,Dorian Matthewman,Support,2024-11-03,6:22,17:10,Work,Sunday
66687e88fc13ae4e6e2345c1,Maressa Knightley,Services,2024-08-06,7:23,15:15,Work,Tuesday
66687e88fc13ae4e6e2345c2,Joela Janaszkiewicz,Training,2024-01-02,6:02,16:10,Work,Tuesday
66687e88fc13ae4e6e2345c3,Linzy Markham,Accounting,2024-11-02,6:59,16:11,Work,Saturday
66687e88fc13ae4e6e2345c4,Hagen Echalie,Services,2024-07-06,6:04,16:56,Meeting,Saturday
66687e88fc13ae4e6e2345c5,Derwin Fulun,Engineering,2024-12-06,8:53,17:53,Meeting,Friday
66687e88fc13ae4e6e2345c6,Murdock Rosle,Sales,2024-08-05,6:15,17:43,Meeting,Monday
66687e88fc13ae4e6e2345c7,Lock Ceaser,Legal,2024-02-05,9:32,14:02,Work,Monday
66687e88fc13ae4e6e2345c8,Dunc Milligan,Sales,2024-08-06,9:37,15:10,Work,Tuesday
66687e88fc13ae4e6e2345c9,Inesita Belfitt,Human Resources,2024-05-01,6:12,15:56,Training,Wednesday
66687e88fc13ae4e6e2345ca,Ethan Calterone,Accounting,2024-08-06,8:56,16:53,Meeting,Tuesday
66687e88fc13ae4e6e2345cb,Reinhold Witchell,Human Resources,2024-04-04,7:38,16:52,Meeting,Thursday
66687e88fc13ae4e6e2345cc,Myrtie Kindred,Marketing,2024-06-05,6:51,17:27,Work,Wednesday
66687e88fc13ae4e6e2345cd,Kaylyn Jurek,Legal,2024-07-02,9:43,15:19,Meeting,Tuesday
66687e88fc13ae4e6e2345ce,Gran Henfre,Training,2024-05-07,8:13,14:17,Work,Tuesday
66687e88fc13ae4e6e2345cf,Carleen Gosnay,Human Resources,2024-07-03,8:34,14:41,Training,Wednesday
66687e88fc13ae4e6e2345d0,Thomas Eglaise,Product Management,2024-06-02,9:56,15:26,Meeting,Sunday
66687e88fc13ae4e6e2345d1,Ebba Havock,Human Resources,2024-10-04,9:59,14:18,Client Visit,Friday
66687e88fc13ae4e6e2345d2,Garvy Edbrooke,Accounting,2024-10-01,9:58,15:34,Client Visit,Tuesday
66687e88fc13ae4e6e2345d3,Meredeth Bellenie,Support,2024-03-03,6:52,17:35,Client Visit,Sunday
66687e88fc13ae4e6e2345d4,Lilith McClarence,Support,2024-01-04,6:41,14:02,Meeting,Thursday
66687e88fc13ae4e6e2345d5,Myrwyn Duncombe,Research and Development,2024-08-02,8:18,17:46,Client Visit,Friday
66687e88fc13ae4e6e2345d6,Gerianna Tranfield,Training,2024-06-07,7:59,14:32,Work,Friday
66687e88fc13ae4e6e2345d7,Sheeree Dottridge,Training,2024-06-05,8:28,15:46,Work,Wednesday
66687e88fc13ae4e6e2345d8,Didi Ottawell,Legal,2024-03-04,7:49,16:51,Meeting,Monday
66687e88fc13ae4e6e2345d9,Wilek Coxhell,Support,2024-05-07,6:32,15:47,Meeting,Tuesday
66687e88fc13ae4e6e2345da,Theodosia Leehane,Business Development,2024-09-07,6:56,15:49,Training,Saturday
66687e88fc13ae4e6e2345db,Dolley Wivell,Training,2024-04-04,6:25,14:38,Meeting,Thursday
66687e88fc13ae4e6e2345dc,Tommy Corrin,Human Resources,2024-02-04,6:12,15:48,Meeting,Sunday
66687e88fc13ae4e6e2345dd,Ansell Jolliff,Training,2024-05-02,6:13,16:34,Work,Thursday
66687e88fc13ae4e6e2345de,Krystyna Anscott,Research and Development,2024-07-03,9:50,17:21,Work,Wednesday
66687e88fc13ae4e6e2345df,Hewett Keward,Support,2024-04-03,9:11,17:32,Meeting,Wednesday
66687e88fc13ae4e6e2345e0,Andie Alderwick,Human Resources,2024-12-01,6:17,17:06,Work,Sunday
66687e88fc13ae4e6e2345e1,Kenneth Elis,Services,2024-03-02,8:51,15:12,Client Visit,Saturday
66687e88fc13ae4e6e2345e2,Perren Ram,Research and Development,2024-11-04,9:33,14:34,Meeting,Monday
66687e88fc13ae4e6e2345e3,Shanda Routh,Sales,2024-12-05,6:04,15:56,Work,Thursday
66687e88fc13ae4e6e2345e4,Arv Wimsett,Product Management,2024-12-07,9:37,16:54,Training,Saturday
66687e88fc13ae4e6e2345e5,Kit Zumbusch,Research and Development,2024-06-01,9:00,17:22,Training,Saturday
